1.8734,-7.4457
-2.4042,-4.5685
3.7511,-5.1446
3.5835,-6.4013
0.90601,-0.65784
2.5546,-3.1882
0.64147,-2.1791
3.0839,-6.8421
0.80178,-4.417
2.1087,-2.8356
0.22406,-2.3976
1.7031,-4.5546
-3.292,-5.2282
3.2988,-5.1099
1.6424,-4.1699
-5.2354,-4.6484
1.8942,-4.7511
-2.1636,-4.8753
-1.8736,-4.5286
0.98694,-2.26
2.3307,-3.4084
1.0547,-2.3621
-2.4103,-5.7412
2.4928,-3.4909
2.8705,-4.1476
-3.1569,-5.2793
1.1834,-4.2662
0.39718,-3.1165
1.0439,-2.1228
-2.7998,-4.5072
4.7176,-6.5208
3.2582,-6.3517
-0.53227,-6.234
0.52599,-3.8878
-2.5037,-5.4155
-2.8535,-5.9257
4.9314,-6.0166
3.1066,-6.8772
3.5751,-4.6753
3.1588,-3.2485
0.31336,-3.0621
-2.4234,-4.8844
2.0124,-2.4623
-2.483,-4.2661
4.1681,-5.8737
2.9874,-6.3039
-2.3744,-3.2093
0.40959,-2.2237
-1.2888,-4.6031
1.7232,-2.8604
3.9495,-6.7355
0.10721,-4.5152
-2.5527,-5.1919
1.9346,-2.3
0.59045,-3.1776
1.5905,-5.107
-3.6119,-5.0664
-2.7036,-6.5293
-2.2886,-5.8723
-2.8428,-5.8332
-3.8046,-5.2017
-3.9111,-4.1125
-5.5694,-5.1738
-1.8647,-1.1233
-3.9214,-4.7166
-3.5436,-4.8044
1.9085,-5.7179
0.18997,-2.7758
2.1562,-3.4254
2.4805,-1.6144
-0.71649,-5.2544
-2.9062,-5.3627
-4.5632,-3.1217
-2.7235,-5.1228
0.63381,-4.0927
-3.157,-4.9782
-0.076521,-2.712
-3.8659,-5.8313
1.2577,-3.8276
-3.7035,-4.1294
-2.9723,-5.4652
1.6006,-3.6481
3.2287,-5.4746
-2.6647,-4.5445
4.3663,-6.0893
2.8048,-3.8139
-0.49175,-5.3086
3.591,-6.843
-1.6426,-4.6805
2.6319,-2.2837
-4.5301,-5.7166
-3.3807,-5.2639
3.1841,-5.5879
0.88022,-2.5848
-0.12623,-4.2675
2.3495,-4.391
1.0601,-4.0889
-0.9894,-3.4456
-3.0242,-5.1731
3.1883,-5.2236
0.34829,-6.0526
-2.8963,-3.8235
-2.5868,-6.1891
-2.0305,-4.8654
4.237,-6.2836
2.5189,-4.9119
4.4017,-6.1704
-4.9875,-4.1104
-2.9166,-5.0427
3.5137,-6.1476
1.6127,-5.7017
1.6656,-2.044
4.6125,-6.2044
0.41337,-3.6829
1.9665,-4.4229
-0.42188,-3.764
2.9533,-6.3105
-0.53894,-5.0817
1.4874,-2.0409
-0.013311,-3.1734
2.8137,-6.3289
4.3601,-5.0363
-3.4367,-4.1893
2.8258,-1.8499
1.5876,-6.4849
1.4599,-2.6762
-3.2869,-5.0618
-3.8102,-4.7718
4.9892,-7.7176
-4.6571,-4.3888
1.0626,-6.2554
1.1029,-1.5973
2.8041,-5.3396
-5.3596,-4.3721
-4.3129,-4.8715
4.0888,-6.1686
2.2911,-2.6632
3.3605,-6.874
1.5847,-2.0566
-3.3002,-5.6108
-4.3411,-5.7688
3.8448,-5.8109
-3.4416,-4.2755
2.2822,-6.548
4.5135,-6.0246
0.31117,-4.3537
2.6121,-6.4688
2.2364,-0.49918
0.8965,-2.8203
-1.9806,-5.0399
-2.0325,-5.4896
-0.73101,-3.1577
1.4747,-2.9709
-4.891,-5.2981
2.2247,-5.7758
1.5376,-2.4429
2.8815,-5.9073
-1.2475,-6.0841
-3.5458,-4.3138
3.9982,-6.2812
-2.8327,-5.4839
3.5706,-5.815
0.72993,-1.9329
-3.9923,-5.3559
0.5319,-4.2352
1.4798,-2.2061
-1.2107,-5.1163
0.20602,-0.7395
-4.6674,-5.3398
-4.0224,-4.3054
0.92124,-3.7287
-2.1764,-3.2077
1.4557,-3.385
3.543,-5.3465
0.65139,-4.8464
-0.45168,-5.0406
0.31377,-0.35814
-0.24042,-2.2096
1.2382,-1.4615
0.8121,-6.6546
2.9939,-6.4035
3.5893,-6.5977
0.27668,-4.5987
1.6702,-6.6776
3.5886,-7.4516
1.6025,-8.0483
4.4653,-6.7667
2.9645,-3.1392
0.43706,-3.0432
0.26622,-4.3305
4.3705,-6.4736
2.3237,-6.4978
3.1139,-6.0808
-3.207,-3.8053
-2.5919,-4.4409
1.9164,-4.9447
2.7548,-4.4683
1.9325,-6.4749
2.3805,-3.8611
2.6522,-4.4608
-2.0598,-6.9632
-4.936,-4.4969
-1.1225,-5.2563
1.3881,-1.3178
-4.4846,-4.6177
4.4985,-5.631
0.080683,-2.7641
2.3207,-5.6445
3.8798,-5.8038
1.3082,-4.2592
2.8078,-4.9677
1.8799,-3.8091
4.2654,-5.5787
0.56522,-1.2675
-0.74743,-1.8509
0.048394,-5.4078
2.085,-4.0276
3.1864,-8.1083
3.1294,-6.6464
1.732,-4.0989
3.7541,-7.4514
1.134,-2.6245
2.3616,-4.2894
1.0282,-1.9277
3.3456,-6.362
0.99723,-3.7339
0.42395,-2.4514
1.1792,-1.7425
-2.1473,-3.6968
1.831,-6.7712
-3.9108,-3.4393
1.8392,-4.3378
2.77,-7.2274
-2.2741,-4.4295
-2.2697,-5.888
-2.1945,-5.9564
4.0052,-6.2534
1.8665,-6.3207
0.27685,-2.4187
2.9427,-6.9692
4.6502,-4.9683
-5.8641,-5.2374
-4.1711,-3.5015
3.973,-6.7341
0.82265,-1.8964
3.2825,-7.4337
-1.5116,-4.0408
1.9274,-3.2877
-0.39332,-5.4017
1.7374,-2.085
1.2983,-3.2081
-4.3971,-4.4599
3.5298,-6.052
-4.8715,-4.6402
3.4747,-5.6812
-4.1968,-4.9674
3.0243,-6.774
4.8332,-5.5089
3.314,-7.0405
1.526,-4.7242
3.6722,-6.0489
-3.324,-7.0528
4.0163,-6.2203
2.5122,-4.8276
-1.3797,-4.8218
1.5146,-6.9422
1.3449,-5.9746
4.7699,-4.8051
1.1441,-2.7956
-1.2564,-5.4032
4.7607,-5.9195
1.4709,-5.0935
3.2885,-5.0805
-3.454,-5.0453
2.6614,-5.6608
-3.2438,-6.2425
0.23321,-4.1191
3.2335,-5.513
3.2678,-6.0819
0.07547,-4.0084
0.54855,-2.3803
4.0231,-7.1396
-3.1603,-4.6793
2.5089,-6.4968
-4.6118,-5.1118
1.5263,-3.2635
3.4532,-5.9289
-2.5486,-4.8282
2.4866,-4.9216
-2.0827,-5.0392
3.9887,-6.6176
3.0984,-5.1003
4.0661,-5.4076
2.352,-5.9603
-3.6236,-4.7044
-2.3115,-4.2911
-0.055882,-3.2533
-5.5399,-4.7006
2.7891,-6.1547
1.4973,-4.7033
-1.3248,-2.0279
2.9478,-7.1235
0.86042,-4.4511
-1.9826,-5.3478
-2.2523,-4.7243
0.77017,-2.9759
-4.1282,-5.8351
1.946,-7.9231
1.5444,-6.6361
0.26204,-5.1796
2.4406,-5.2957
1.5653,-4.0461
2.7847,-5.5828
2.6805,-3.1583
2.4459,-6.2066
0.24115,-3.5352
-1.9191,-4.9419
-1.6818,-3.0959
1.4579,-2.481
0.76061,-4.0289
1.6708,-3.6231
0.33893,-2.7508
2.2458,-5.8473
-3.1087,-6.2526
0.74362,-3.4306
3.4431,-5.8506
1.5808,-2.4273
-4.1453,-6.1292
0.83885,-4.1105
2.9276,-6.6557
2.9239,-3.8788
3.6298,-5.5336
-2.6598,-3.9164
0.48161,-3.3391
-0.31234,-4.155
1.87,-5.5031
2.1896,-3.5253
-0.49455,-1.8379
-1.6313,-4.8442
2.9475,-5.1072
0.58907,-4.155
-2.2741,-4.3927
2.4333,-1.6339
3.4498,-7.2412
-3.9033,-4.9823
1.537,-5.4579
1.5953,-6.5888
4.5531,-5.3142
-1.5322,-5.2141
2.2353,-6.6188
1.7596,-5.9034
-2.5497,-4.7858
-3.7378,-5.6595
-3.574,-5.2806
-0.21886,-2.0497
2.2551,-3.8314
-0.19645,-4.7344
1.934,-4.5058
1.5681,-6.2264
-2.5838,-5.6636
-2.198,-4.6626
-2.6935,-3.127
-3.9739,-5.3632
4.1885,-5.8619
-3.0236,-5.3905
-4.4284,-4.6441
-3.2458,-5.6239
-7.0756,-4.866
-0.29116,-1.5935
3.8403,-6.3182
-2.9515,-6.5978
-3.8138,-5.3591
-4.3689,-5.3167
0.20247,-3.533
1.557,-5.8989
1.4609,-3.7053
0.49403,-2.6709
4.4251,-7.2852
-2.83,-6.5381
3.1135,-5.4415
3.1441,-5.2113
-3.8026,-5.3753
-3.5352,-4.9134
3.0432,-6.7071
0.44487,-4.0141
1.4796,-4.3087
2.5381,-6.6559
-4.0239,-5.7211
-2.4675,-4.9818
1.8366,-5.5381
2.1481,-2.5952
4.1534,-5.9341
3.8714,-5.4055
-1.7369,-4.6048
1.1086,-3.1123
-4.6901,-6.7347
-5.2207,-4.6108
1.3501,-3.2296
0.41729,-3.0407
0.98906,-3.9073
2.3463,-2.7079
1.228,-2.6828
0.87144,-1.4478
-3.919,-5.0612
2.7689,-5.9476
0.67914,-3.4513
1.5669,-0.77906
3.7178,-6.992
0.89746,-2.1681
2.6362,-1.0729
3.9783,-4.6051
0.71815,-3.3301
1.4107,-2.3353
1.5884,-4.1714
2.5387,-5.7242
3.7919,-7.7501
4.2942,-6.7005
-2.1073,-5.6071
1.4867,-6.0141
-0.83011,-3.1516
1.954,-6.7671
-1.379,-3.6125
-4.181,-5.4098
2.2493,-7.2078
3.7973,-6.1056
-2.7895,-5.3636
5.4136,-6.5161
-2.9792,-5.9876
3.2241,-4.5499
-2.8003,-5.2093
1.1115,-1.8801
0.79445,-4.5556
-3.0597,-5.081
3.2875,-5.9976
4.9999,-5.8524
1.0214,-4.4761
0.7458,-2.9927
2.3451,-4.0973
3.7101,-6.6615
-4.9791,-5.5813
2.4026,-5.4091
1.5017,-3.3514
-2.3522,-3.6821
1.5037,-4.3369
2.1158,-6.0507
-1.6423,-5.3543
1.9075,-3.1692
-3.0295,-3.9487
1.248,-1.5755
-4.0653,-4.8879
1.0608,-1.7176
-3.1577,-4.5941
2.9254,-5.3838
0.44202,-2.5796
1.1609,-0.40797
3.7768,-4.6633
-3.8065,-5.7535
-2.8763,-5.1665
0.76218,-4.841
-1.7271,-4.7256
-0.022931,-2.3972
1.6945,-2.4459
0.84509,-4.22
-3.0871,-4.8854
4.8538,-5.0139
0.52026,-4.0901
-0.76939,-6.0097
2.5637,-7.7243
3.6675,-5.2367
3.0373,-4.9206
-4.6089,-3.7477
-3.9068,-4.8542
-0.26394,-3.6701
3.2657,-6.1855
3.3359,-7.6648
-3.7523,-4.6625
0.37117,-1.4391
-1.1814,-4.388
-2.0694,-4.6348
-3.2457,-4.6966
-4.7012,-5.8205
-4.3121,-5.3188
-2.6081,-5.1173
1.9877,-2.0089
-1.1659,-5.3012
-0.79226,-2.5035
0.1839,-2.9553
2.9286,-4.4018
4.4694,-6.4004
-2.2489,-5.1347
0.58784,-2.3623
-0.0012901,-3.5087
0.84676,-2.6835
-5.2228,-5.5544
-3.7687,-6.3718
0.32969,-4.2492
2.0967,-5.0114
-4.4166,-5.0514
1.808,-4.3489
1.3447,-3.0478
1.9232,-4.2773
-1.7747,-4.7137
1.326,-4.7511
1.2504,-1.6704
1.6329,-4.2874
-0.51685,-3.1413
3.5087,-6.6762
-3.5144,-5.9494
-4.7897,-5.2997
4.855,-6.4566
0.64968,-3.7733
3.264,-6.2306
-1.8777,-4.2688
2.693,-6.0447
-2.7662,-4.6953
1.4033,-4.0898
2.9389,-4.8066
-3.6482,-5.8004
2.8925,-3.2832
-4.0772,-6.4143
4.2918,-6.6475
1.5816,-3.8916
-0.45603,-1.7944
-1.1132,-4.9005
-0.20619,-1.3137
0.97839,-3.2807
0.29248,-4.8329
2.4224,-6.5491
3.5947,-6.5552
1.5216,-4.0831
-3.2286,-4.8803
-2.5781,-4.8578
1.8863,-4.679
3.59,-6.554
2.7417,-1.908
-0.48332,-2.043
2.2427,-2.7833
2.507,-6.5522
-2.909,-4.8754
2.1674,-7.299
1.462,-0.59914
1.5608,-6.5196
3.8827,-5.7768
2.664,-7.5299
0.39195,-2.5912
-0.76649,-3.3283
-3.8806,-4.2394
2.7513,-3.316
0.56138,-3.1997
-3.6547,-4.9912
-3.9125,-4.9361
1.5663,-6.2063
1.5475,-3.1886
-1.5373,-5.9008
1.7545,-3.4849
3.1594,-5.8146
2.0363,-2.078
-4.3895,-5.0876
2.483,-7.4804
3.5704,-5.1913
0.11429,-1.7322
1.2886,-3.048
0.48036,-3.3595
-3.7503,-4.012
1.5129,-4.7669
4.0089,-6.788
3.9716,-5.8004
-0.93482,-1.9731
0.083768,-2.8376
-1.3075,-4.6415
0.35038,-2.8245
3.4921,-5.005
-4.0085,-5.9769
-2.4217,-3.2346
0.2011,-2.2795
-0.31934,-3.4452
-4.367,-5.4628
1.7703,-4.0562
3.4377,-5.8163
3.9,-7.7788
-3.1619,-4.276
1.0449,-6.1276
2.6446,-1.1069
3.6918,-7.6183
2.9924,-5.0872
-0.81963,-4.3513
-5.4361,-4.6315
-0.67623,-2.1789
1.3379,-3.7064
2.9484,-6.3946
3.3693,-2.0299
-0.39327,-4.905
-3.5079,-5.8809
-4.6251,-6.1758
-5.0169,-5.9267
1.2004,-1.8596
-0.041637,-4.2534
0.9834,-2.0759
3.3033,-3.6634
0.86949,-1.248
2.3304,-7.547
0.64451,-4.484
4.0143,-6.3444
4.7645,-8.5348
-3.5622,-4.8386
0.095324,-4.1028
3.5335,-4.411
2.8228,-4.4507
3.8632,-5.503
3.3217,-7.0053
1.5417,-4.4593
-3.9013,-6.1302
-3.9998,-5.172
1.5669,-5.6261
4.3406,-4.4234
0.88313,-1.6676
1.2708,-4.2763
0.91073,-2.008
3.0412,-5.0347
3.4727,-7.2474
1.601,-2.7155
0.49131,-3.113
-1.6728,-4.9358
-2.382,-3.8768
3.7253,-5.3921
2.4153,-2.3915
1.1271,-3.0608
3.8608,-6.9954
3.7479,-5.7478
1.9341,-3.709
-2.3452,-5.692
-3.216,-5.8038
-1.7113,-5.0269
-2.9846,-5.5323
2.7482,-5.2922
3.5307,-4.4346
3.6797,-5.269
-2.5987,-4.203
-2.5576,-4.3003
2.9815,-7.0998
-1.7744,-5.6031
-0.75507,-2.7138
0.26679,-1.8766
3.9751,-5.9953
1.3748,-2.9196
-3.7801,-4.9413
3.3915,-6.4527
-4.5631,-5.8144
1.2789,-3.2331
-3.7864,-4.8947
0.67906,-3.2948
1.8241,-6.6947
2.6261,-4.7951
0.54355,-4.0911
1.3727,-2.2977
2.3752,-5.6611
3.0345,-4.5513
-3.1724,-4.893
-0.54612,-4.2758
-3.7759,-4.7595
2.387,-5.0014
3.846,-7.4818
1.9222,-7.0068
1.9056,-5.4429
-1.7876,-5.3411
3.6528,-7.0882
-0.62986,-2.9777
-3.0265,-6.0936
-0.13275,-5.1003
0.86628,-1.621
3.7281,-5.6834
0.88662,-3.9306
-3.2639,-5.1691
0.46546,-2.7484
3.4928,-4.9696
2.6963,-6.3285
-0.88539,-3.2303
2.679,-1.8427
-0.75279,-5.141
-2.2842,-5.6747
2.1426,-4.063
-1.6477,-3.8303
4.6679,-6.2457
0.92362,-4.8997
3.2617,-5.0017
1.1987,-4.3378
-1.6066,-3.6114
2.3592,-6.2046
-3.0213,-5.3413
3.3551,-6.793
2.0415,-7.2272
2.6552,-2.2009
3.6248,-5.9155
1.9741,-3.069
3.6445,-6.8472
-1.6288,-5.5242
1.4925,-4.5441
0.14796,-2.0536
0.28359,-4.2224
1.0608,-3.7322
3.856,-5.1173
2.1189,-2.0831
2.5293,-2.4954
-3.1728,-3.6516
2.5889,-3.5821
-3.3059,-4.9487
-2.1093,-4.2708
2.0908,-6.8786
-2.4399,-4.0219
2.5658,-3.9891
1.1099,-3.7781
1.4577,-5.5168
1.9018,-5.343
-4.5419,-5.3694
1.6776,-3.6253
-0.050681,-1.4612
3.426,-5.5285
4.6411,-6.7262
1.16,-4.1066
3.1651,-6.932
0.663,-7.145
-4.965,-5.8389
0.31236,-1.5148
-4.2475,-6.0826
1.5115,-6.5372
3.4151,-6.317
1.3676,-4.6576
0.2731,-2.7105
-0.98416,-3.0864
0.96521,-6.7979
3.5931,-6.3567
1.8819,-5.1785
-1.6886,-5.4302
0.49668,-5.5933
3.7102,-4.4945
-0.045601,-2.0007
-2.5446,-4.8342
-5.2567,-4.6891
-3.2391,-4.9701
1.6836,-5.6999
-0.48488,-4.6626
-1.1975,-5.2529
1.5991,-3.4063
1.1297,-4.1342
0.76325,-2.4872
-4.2271,-4.4093
3.4255,-6.1738
-3.1451,-5.4543
2.0687,-4.346
0.94469,-4.0028
-0.40698,-2.8354
2.6413,-4.0675
1.9813,-6.2021
-5.3203,-4.8469
1.6518,-2.8248
-0.7105,-5.0603
4.5324,-4.3089
2.9957,-6.8985
2.2201,-7.0587
1.4008,-4.6597
-1.2117,-2.1628
0.48201,-4.3131
1.3105,-3.5889
-5.5635,-5.0711
2.3376,-7.2854
2.967,-3.1367
1.6365,-3.6979
2.9505,-1.8043
0.94059,-6.5875
0.32996,-3.8361
