0.0053845,0.0071817,0.010405,0.000355,0.003497,8.427e-05,-0.00062072,-0.0011835,0.0011654,-0.0045669
0.0016109,-0.0092613,0.0057538,-0.0061778,-0.0011522,0.0023531,-0.0045575,0.0020788,0.0030254,0.00077416
-0.0045893,-0.0026711,0.0067707,0.0010276,0.0015694,-0.0026259,-0.0026842,-0.0014783,-0.00012914,0.0024854
0.0032006,0.0022431,-0.0052811,-0.0099303,0.0015977,0.0070118,0.0015827,0.0040657,-0.0028372,0.0016341
0.017667,0.002576,0.0039691,0.00046058,-0.011784,0.0024541,0.0030098,-0.004498,-0.0006512,0.001905
-0.0027617,-0.0099071,-0.0043977,0.0031341,0.0026187,0.0021451,-0.0019547,-0.0032829,-0.0013263,-0.0036112
-0.012108,0.0085988,-0.0027138,-0.0021466,-0.0041056,0.0046894,-0.00097253,-0.0011947,0.0045451,-9.6121e-05
0.00084173,0.0041762,-0.0042237,0.0061185,0.0066248,0.0052372,-0.00096993,-0.0037233,-0.0020734,0.0033124
0.0034486,-0.0025291,-0.0048975,-0.009378,0.0052947,-0.0081086,0.0024761,-0.0026997,-0.00098208,-0.001812
-0.0013312,-0.010664,0.0060796,0.005823,-0.0002155,-0.0014659,0.003831,0.0051985,0.00089524,0.003331
0.017836,0.002023,-0.0090995,0.0058561,-0.0035417,-0.0043548,-0.0017889,0.00094782,0.0030106,0.00077795
-0.0039958,0.0010211,-0.0070218,0.0011243,-0.0025517,-0.0034345,-0.0023773,0.0025637,0.0030172,-8.193e-05
0.0037442,0.010574,0.0019665,0.0043075,0.0034562,-0.0020792,-0.0017243,0.0065867,-0.003154,-0.00086034
-0.0055883,-0.0077364,-0.0027064,0.007666,-0.0034257,0.0047817,0.0064108,0.0015747,-0.0018451,-0.0056295
-0.010723,0.0035805,0.0011165,-0.0001338,-0.0031108,-0.0051094,0.0032386,-0.002309,-0.0027315,0.0023641
